"departamento","codigo_departamento","municipio","codigo_municipio","poblacion","2020-02-13","2020-02-14","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-06","2020-06-07","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-13","2020-06-14","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-20","2020-06-21","2020-06-22","2020-06-23","2020-06-24","2020-06-25","2020-06-26","2020-06-27","2020-06-28","2020-06-29","2020-06-30","2020-07-01","2020-07-02","2020-07-03","2020-07-04","2020-07-05","2020-07-06","2020-07-07","2020-07-08","2020-07-09","2020-07-10","2020-07-11","2020-07-12","2020-07-13","2020-07-14","2020-07-15","2020-07-16","2020-07-17","2020-07-18","2020-07-19","2020-07-20","2020-07-21","2020-07-22","2020-07-23","2020-07-24","2020-07-25","2020-07-26","2020-07-27","2020-07-28","2020-07-29","2020-07-30","2020-07-31","2020-08-01","2020-08-02","2020-08-03","2020-08-04","2020-08-05","2020-08-06","2020-08-07","2020-08-08","2020-08-09","2020-08-10","2020-08-11","2020-08-12","2020-08-13","2020-08-14","2020-08-15","2020-08-16","2020-08-17","2020-08-18","2020-08-19","2020-08-20","2020-08-21","2020-08-22","2020-08-23","2020-08-24","2020-08-25","2020-08-26","2020-08-27","2020-08-28","2020-08-29","2020-08-30","2020-08-31","2020-09-01","2020-09-02","2020-09-03","2020-09-04","2020-09-05","2020-09-06","2020-09-07","2020-09-08","2020-09-09","2020-09-10","2020-09-11","2020-09-12","2020-09-13","2020-09-14","2020-09-15","2020-09-16","2020-09-17","2020-09-18","2020-09-19","2020-09-20","2020-09-21","2020-09-22","2020-09-23","2020-09-24","2020-09-25","2020-09-26","2020-09-27","2020-09-28","2020-09-29","2020-09-30","2020-10-01","2020-10-02","2020-10-03","2020-10-04","2020-10-05","2020-10-06","2020-10-07","2020-10-08","2020-10-09","2020-10-10","2020-10-11","2020-10-12","2020-10-13"
"JUTIAPA","22","COMAPA","2211","36047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,7,0,1,3,4,0,0,0,0,0,0,7,11,0,0,0,1,5,0,2,0,0,1,1,0,1,2,0,0,0,0,2,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,2,1,2,0,2,2,1,0,1,1,0,0,1,0,1,0,1,0,2,1,1,1,0,0,0,1,2,3,0,2,0,0,1,1,1,1,1,0,0,2,2,1,1,1,1,0,2,1,0,0,2,0,0,2,6,2,2,0,0,0,4,2,0,1,2,1,0,0,0,2,0,2,3,0,2,3,5,0,2,0,1,1,4,2,3,2,1,1,3,2,1,0,2,0,0,0,3
"JUTIAPA","22","YUPILTEPEQUE","2206","17833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,8,0,0,0,3,2,0,2,1,0,1,0,0,2,1,1,0,1,1,0,1,0,4,0,0,0,1,0,0,1,0,0,0,1,9,4,6,0,0,1,0,2,1,0,0,0,2,1,1,0,0,1,1,0,0,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,2,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,1,0,0,1,0,2,5,0,0,0,3,2,0,0,2,2,0,0,3,0,2,1,0,0,0,3,1,2,0,0,0,3,0,1,1,0,0,0,0,0,2,1,1,3,0,2,3,2,3,0,0,0,4,0,1,1,1,0,1,1,1,1,0,2,0,0,1,2
"JUTIAPA","22","ZAPOTITLAN","2210","10340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,5,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1
"SAN MARCOS","12","TACANA","1207","81005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,3,1,0,0,2,1,2,3,0,0,0,0,1,3,0,1,4,1,0,0,1,1,4,1,0,0,2,0,1,0,4,0,0,2,0,0,2,10,1,0,1,2,0,1,5,2,1,2,3,1,2,6,0,0,3,0,1,1,4,0,0,0,2,1,0,7,4,1,8,19,1,4,2,3,0,8,2,1,2,1,0,1,1,0
"SANTA ROSA","06","GUAZACAPAN","0611","21906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,1,9,11,2,0,2,5,0,0,7,0,0,8,5,11,0,1,0,0,1,1,11,0,0,2,0,9,17,0,1,6,1,0,6,0,1,0,1,0,0,6,11,21,7,0,1,0,1,2,0,11,0,1,0,1,3,0,1,0,2,0,6,0,2,2,0,0,0,6,0,0,3,0,0,0,1,3,1,5,2,1,1,10,4,2,0,1,2,0,0,0,5,1,2,0,2,2,1,0,0,0,1,0,8,2,2,2,0,0,1,0,0,0,7,0,0,2,0,1,0,1,4,0,1,0,0,6,1,0,0,1,1,0,0,0,1,0,0,0,1,1,3,0,0,0,0,3,1,0,1,0,0,0,0
"SUCHITEPEQUEZ","10","SAN FRANCISCO ZAPOTITLAN","1003","24289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,1,1,0,0,0,0,0,1,2,1,0,1,0,2,1,0,2,1,1,1,1,1,1,3,1,4,2,2,3,6,4,0,6,7,8,1,3,2,2,6,2,1,5,3,0,4,9,5,4,5,10,9,2,8,11,9,4,10,1,1,6,3,6,5,3,0,1,5,7,6,10,4,4,0,7,6,4,4,3,2,2,13,3,7,7,6,1,0,5,5,6,8,7,1,0,2,3,3,5,1,1,4,9,2,2,4,6,36,2,5,7,8,3,0,1,2,3,2,3,2,2,1,1,5,1,44,2,3,0,1,1,0
"TOTONICAPAN","08","SAN ANDRES XECUL","0804","29356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,2,1,1,2,1,0,0,0,1,1,1,2,3,0,0,1,3,0,1,2,0,0,1,0,0,0,2,0,0,0,3,1,1,1,2,0,0,0,2,6,0,0,0,1,1,0,0,0,2,0,1,1,1,4,1,0,0,1,0,1,0,3,2,2,2,0,0,2,1,2,0,0,1,2,1,1,0,0,1,0
"ZACAPA","19","SAN JORGE","1911","13384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,4,3,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,5,0,5,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,2,1,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,2,0,0,1,2,0,0,2,0,3,0,0,1,1,2,1,0,0,0,2,0,0,3,1,2,2,1,1,1,1,2,4,1,1,1,5,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,1,5,2,0,0,1,1,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4,3,0,1,1,0
"ALTA VERAPAZ","16","CHAHAL","1614","28890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,3,1,0,1,3,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,3,1,1,0,3,1,1,1,9,1,3,5,3,2,3,2,0,0,2,2,2,2,1,0,0,2,7,2,2,1,0,1,5,0,8,3,4,3,0,8,11,11,4,7,0,0,1,3,2,1,0,0,0,1,0,2,2,2,1,0,3,0
"ALTA VERAPAZ","16","CHISEC","1613","104428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,12,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,1,0,1,4,0,7,0,1,0,0,0,0,0,1,1,2,2,2,2,0,0,1,4,2,1,2,1,1,2,1,2,4,2,0,0,1,0,6,0,3,1,5,7,5,2,3,2,5,4,1,7,5,4,1,3,4,6,2,2,2,4,1,6,2,2,5,2,0,1,4,5,3,0,4,0,0,3,1,0,1,7,0,3,5,3,6,1,3,2,2,3,2,2,5,2,2,1,3,1,2,0,2,0,0,0,0
"ALTA VERAPAZ","16","SAN PEDRO CARCHA","1609","248880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2,0,3,2,2,2,2,1,1,4,0,2,0,0,1,1,0,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,1,3,0,3,4,5,1,1,4,12,1,4,2,1,0,1,3,1,4,2,1,1,1,1,1,2,1,2,1,6,1,5,1,9,1,0,5,1,3,2,2,0,1,3,8,4,2,7,0,0,7,3,6,5,4,11,0,12,9,13,9,15,7,6,12,14,33,21,19,3,10,17,21,11,12,30,8,1,33,13,12,24,19,9,9,29,23,15,11,22,11,7,13,15,13,19,19,14,7,20,11,25,28,46,13,11,27,14,10,10,20,5,6,24,16,19,19,39,9,1,6,10
"CHIMALTENANGO","04","PATZICIA","0409","39337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,3,0,2,1,18,0,1,17,1,5,7,2,0,2,0,14,1,1,0,7,0,0,0,0,0,0,1,0,1,0,1,0,2,1,1,3,1,0,1,1,0,0,1,1,2,4,19,2,1,0,5,2,0,11,0,0,7,2,0,2,1,0,1,3,0,1,1,3,2,0,1,0,4,2,0,0,1,5,3,0,1,5,4,6,4,3,0,1,0,1,0,7,9,1,3,3,1,0,2,1,0,4,5,0,0,0,1,3,1,0,1,0,2,4,0,2,3,7,4,2,11,5,1,2,0,0,2,0,0,2,5,0,0,5,5,3,8,3,2,0,2,5,1,0,0,3,2,6,2,6,0,1,0,0,0,0
"EL PROGRESO","02","EL JICARO","0205","13508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,7,6,28,4,6,0,3,6,4,7,6,0,6,0,6,0,2,9,7,0,0,4,7,1,21,9,0,0,33,0,24,0,0,17,0,0,18,25,10,8,0,0,1,0,1,0,1,1,0,7,2,6,2,0,0,2,0,5,1,11,8,0,0,2,42,0,2,3,7,0,5,0,1,1,11,0,0,2,0,1,8,0,0,0,1,3,0,5,4,0,0,2,5,5,2,1,0,1,0,0,7,3,2,0,0,2,22,18,27,15,0,0,12,4,11,21,7,2,0,2,4,4,0,0,0,0,9,3,2,27,4,0,0,0,54,45,22,1,0,0,3,2,31,24,28,4,0,25,9,15,10,7,1,1,3,13,5,2,1,0,0,2,5
"EL PROGRESO","02","SAN CRISTOBAL ACASAGUASTLAN","0204","7851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,7,0,0,0,2,0,5,0,0,1,2,3,9,11,2,0,0,5,0,5,0,0,0,0,8,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,22,1,1,0,0,0,0,1,28,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,2,16,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,7,5,0,0,0,0,0,0
"EL PROGRESO","02","SANARATE","0207","41997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,1,1,2,0,0,25,8,7,0,2,3,0,36,2,1,4,2,0,1,13,15,7,4,59,3,0,19,4,8,8,10,6,0,11,16,14,10,0,0,0,6,4,15,4,6,2,0,12,15,9,2,2,5,0,4,3,10,14,9,1,1,16,12,4,6,6,8,1,4,1,2,5,9,1,0,4,2,13,8,3,9,2,11,9,8,12,3,0,2,13,29,32,8,11,2,1,8,3,8,6,9,3,0,5,2,3,3,4,0,0,10,7,10,2,8,2,0,4,11,23,2,13,2,2,10,10,4,8,4,3,1,7,2,10,3,17,2,2,5,0,6,1,3,1,3,7,6,10,3,14,6,2,66,47,6,23,6,6,3,5,2
"ESCUINTLA","05","GUANAGAZAPA","0508","17234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,3,0,1,1,0,0,1,3,2,2,0,0,2,1,0,1,4,1,0,1,1,4,0,1,2,2,5,1,1,5,2,1,0,0,0,0,0,2,1,1,0,0,2,0,0,1,1,1,5,2,2,2,2,1,1,1,3,0,2,0,1,2,0,2,4,0,2,1,1,1,1,2,0,1,0,2,0,1,0,1,0,1,0,5,3,2,1,0,0,1,2,0,1,1,0,0,4,1,2,1,2,0,0,2,0,3,1,2,3,0,1,2,0,0,0,0,0,0,0
"GUATEMALA","01","CHUARRANCHO","0112","17957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,19,1,0,0,0,2,0,2,2,0,0,2,1,0,7,13,0,1,6,2,4,0,0,0,0,2,0,0,0,0,1,0,1,4,0,1,1,1,0,0,0,1,4,0,0,1,0,1,3,2,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,0,0,3,2,2,0,0,0,0,2,1,0,2,2,0,1,1,4,0,1,0,0,0,1,1,2,0,0,1,0,0,5,2,1,2,0,0,1,0,1,1,0,0,0,1,2,2,10,0,1,0,4,8,0,0,0,0,0,0,1,1,3,6,0,0,1,0
"HUEHUETENANGO","13","SANTA BARBARA","1310","42667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,11,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,1,1,1,2,5,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"IZABAL","18","LIVINGSTON","1802","79360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,5,9,1,0,3,0,4,0,1,0,2,1,0,2,2,0,1,2,0,0,3,4,3,0,5,3,2,2,1,0,1,0,0,0,0,3,1,1,3,4,2,0,3,1,4,1,4,2,0,5,5,3,0,1,1,2,7,5,6,3,9,1,9,4,9,15,1,4,2,18,6,3,8,4,6,2,21,15,7,9,8,5,5,11,9,6,7,17,4,5,9,17,6,9,7,9,6,20,7,16,17,9,4,3,10,50,36,4,34,4,3,16,16,11,29,9,11,6,16,11,19,11,28,5,1,20,5
"QUICHE","14","CUNEN","1410","46350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,2,0,1,0,1,0,0,0,0,2,2,2,0,0,0,1,0,0,2,5,0,0,1,0,0,0,2,0,1,2,0,1,2,0,1,1,1,0,0,1,2,0,0,0,3,0,1,0,0,1,0,0,3,0,1,0,0,0
"QUICHE","14","IXCAN","1420","107265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,14,0,1,2,0,2,0,4,21,37,2,11,0,0,0,15,0,1,7,6,1,0,2,0,0,2,0,0,0,1,1,2,1,7,33,0,0,20,12,3,1,4,3,54,15,7,5,7,6,2,3,1,5,15,7,4,10,0,8,5,11,8,24,1,3,10,8,10,10,7,6,11,19,15,16,14,3,3,0,5,7,3,6,2,4,3,7,2,5,7,5,5,1,2,2,6,8,17,1,4,2,2,2,8,3,8,3,4,7,4,3,4,0,3,10,4,1,9,16,69,29,10,9,33,8,16,5,18,22,10,15,6,10,15,2,23,18,35,48,13,53,7,4,4
"QUICHE","14","SACAPULAS","1416","54845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,2,2,0,0,0,0,2,1,1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,1,0,1,2,2,0,0,0,0,0,1,0,0,1,0,2,3,2,1,2,3,0,2,5,2,1,3,0,0,0,1,1,1,1,2,0,1,1,1,0,2,0,2,0,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,2,0,6,1,1,0,1,0,0,0,2,1,0,1,1,0,0,0,0,0,0,2
"QUICHE","14","SAN ANDRES SAJCABAJA","1414","27522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,2,2,0,0,1,1,2,0,0,2,2,0,1,0,0,0
